Variety,Freq,M%,Phase_Corr,Permittivity_real,Permittivity_imaginary,d(cm),Type
NEBRASKA OVERLAND,11.0,11.268849,-702.59454,2.491461,0.26320657,8.9,17.420924666307858
NEBRASKA OVERLAND,10.0,13.140449,-696.1005,2.8243845,0.39915937,8.9,17.420924666307858
NEBRASKA SETTLER,5.0,15.697161,-356.5233,3.0617719,0.51408076,7.7,17.078772725687102
NEBRASKA SETTLER,6.0,16.172844,-454.2218,3.2172828,0.5523829,7.7,17.078772725687102
NEBRASKA OVERLAND,16.0,16.001728,-1009.51086,2.7872162,0.4596859,7.7,17.420924666307858
OKLAHOMA,15.0,10.68871,-949.4305,2.6118982,0.24813217,8.9,15.737999929794523
OKLAHOMA,7.0,11.79165,-423.98474,2.688032,0.2898738,7.7,15.737999929794523
NEBRASKA SETTLER,8.0,18.573881,-492.09763,3.3761601,0.7103415,6.5,17.078772725687102
NEBRASKA OVERLAND,9.0,13.262234,-596.2381,2.7970169,0.37938452,7.7,17.420924666307858
NEBRASKA SETTLER,6.0,15.845945,-398.88464,2.9568605,0.48622814,7.7,17.078772725687102
OKLAHOMA,12.0,23.9169,-434.93924,2.976403,0.69649655,4.4,15.737999929794523
KANSAS,6.0,15.906139,-394.20587,2.978103,0.48808688,7.7,16.21301534650456
KANSAS,5.0,15.753483,-345.97977,3.1138515,0.52868205,7.7,16.21301534650456
NEBRASKA OVERLAND,7.0,18.971012,-474.64056,3.3766453,0.7484971,6.5,17.420924666307858
NEBRASKA OVERLAND,7.0,21.453053,-268.6134,3.0008717,0.5433908,4.4,17.420924666307858
NEBRASKA OVERLAND,6.0,21.12392,-269.183,3.2998295,0.65303457,4.4,17.420924666307858
OKLAHOMA,17.0,14.278329,-983.6543,2.5990543,0.3149948,7.7,15.737999929794523
NEBRASKA SETTLER,5.0,16.383545,-453.63007,3.5368917,0.6722058,7.7,17.078772725687102
OKLAHOMA,11.0,10.413814,-797.8559,2.5846486,0.23146033,8.9,15.737999929794523
NEBRASKA SETTLER,6.0,21.199587,-283.25775,3.819886,0.8954108,4.4,17.078772725687102
NEBRASKA SETTLER,12.0,17.47464,-840.6142,3.0181847,0.5580454,7.7,17.078772725687102
KANSAS,8.0,14.605727,-473.83078,2.6402006,0.36163384,7.7,16.21301534650456
KANSAS,5.0,19.963856,-243.7316,3.952909,0.90868694,4.4,16.21301534650456
KANSAS,9.0,16.976505,-574.31146,2.7611299,0.42806455,7.7,16.21301534650456
NEBRASKA SETTLER,11.0,16.935537,-712.4434,2.886432,0.48878,7.7,17.078772725687102
NEBRASKA SETTLER,10.0,17.451612,-725.82996,3.0873427,0.5896664,7.7,17.078772725687102
NEBRASKA SETTLER,13.0,21.517347,-469.0885,2.9430676,0.6938436,4.4,17.078772725687102
KANSAS,11.0,15.787155,-675.27893,2.7084808,0.4005145,7.7,16.21301534650456
OKLAHOMA,14.0,12.494787,-759.83154,2.537184,0.27562973,7.7,15.737999929794523
NEBRASKA OVERLAND,10.0,13.833697,-764.78796,2.9644256,0.4609383,8.9,17.420924666307858
NEBRASKA OVERLAND,13.0,20.974937,-437.06378,2.752822,0.5986669,4.4,17.420924666307858
OKLAHOMA,10.0,19.776741,-595.81305,3.4053326,0.728188,6.5,15.737999929794523
NEBRASKA SETTLER,13.0,11.6144495,-904.0514,2.699164,0.3176303,8.9,17.078772725687102
NEBRASKA SETTLER,9.0,15.9658985,-632.61743,3.0691092,0.5513405,7.7,17.078772725687102
OKLAHOMA,17.0,15.798828,-976.053,2.6235404,0.36699966,7.7,15.737999929794523
OKLAHOMA,7.0,12.911877,-463.92874,2.9046564,0.3566893,7.7,15.737999929794523
NEBRASKA SETTLER,8.0,21.177662,-346.28357,3.5385427,0.8279401,4.4,17.078772725687102
KANSAS,6.0,15.433464,-400.9805,2.796448,0.41760036,7.7,16.21301534650456
NEBRASKA OVERLAND,5.0,15.85607,-343.58383,2.787498,0.4086654,7.7,17.420924666307858
NEBRASKA SETTLER,5.0,16.295921,-340.66284,2.8888626,0.4647353,7.7,17.078772725687102
NEBRASKA OVERLAND,8.0,18.961664,-510.21985,3.2702432,0.7131929,6.5,17.420924666307858
NEBRASKA OVERLAND,5.0,20.790682,-243.2511,3.6977332,0.78049767,4.4,17.420924666307858
KANSAS,7.0,20.176407,-315.14777,3.6364744,0.79486805,4.4,16.21301534650456
KANSAS,8.0,16.749924,-514.7074,2.903901,0.49069187,7.7,16.21301534650456
NEBRASKA SETTLER,8.0,14.3127165,-567.2517,3.0051682,0.4651489,7.7,17.078772725687102
NEBRASKA SETTLER,11.0,13.520402,-775.84906,2.9912121,0.44897643,7.7,17.078772725687102
OKLAHOMA,6.0,14.565739,-364.96924,2.7291481,0.34288362,7.7,15.737999929794523
NEBRASKA OVERLAND,17.0,17.592848,-932.6387,2.6534722,0.47908375,7.7,17.420924666307858
NEBRASKA OVERLAND,7.0,16.954454,-510.68094,3.0015159,0.5334118,7.7,17.420924666307858
NEBRASKA OVERLAND,7.0,18.238405,-504.41074,3.1776881,0.63621837,7.7,17.420924666307858
NEBRASKA OVERLAND,6.0,16.61984,-388.03882,3.0615394,0.5629602,7.7,17.420924666307858
NEBRASKA OVERLAND,5.0,21.682976,-242.24081,3.4600987,0.666442,4.4,17.420924666307858
NEBRASKA SETTLER,14.0,17.606407,-920.9948,3.0641315,0.6087741,7.7,17.078772725687102
NEBRASKA OVERLAND,15.0,15.473287,-860.67303,2.6811981,0.42338723,7.7,17.420924666307858
OKLAHOMA,6.0,24.043507,-297.66934,3.713022,0.83406603,4.4,15.737999929794523
OKLAHOMA,6.0,11.583024,-359.1148,2.7425091,0.28449175,7.7,15.737999929794523
KANSAS,14.0,18.679926,-653.7053,2.7960434,0.5692239,6.5,16.21301534650456
NEBRASKA SETTLER,7.0,16.512428,-572.1713,3.2861426,0.5978951,7.7,17.078772725687102
NEBRASKA OVERLAND,6.0,17.316422,-438.34396,3.0688508,0.57737964,7.7,17.420924666307858
OKLAHOMA,16.0,13.674739,-926.3153,2.619261,0.34128845,7.7,15.737999929794523
KANSAS,7.0,15.592187,-467.62543,2.973946,0.4746316,7.7,16.21301534650456
NEBRASKA OVERLAND,8.0,14.55477,-554.04315,3.0162518,0.48178267,7.7,17.420924666307858
KANSAS,10.0,12.5339575,-690.5986,2.6800148,0.32272577,8.9,16.21301534650456
NEBRASKA OVERLAND,6.0,17.129982,-467.52643,3.0715826,0.57144034,7.7,17.420924666307858
KANSAS,10.0,17.862007,-529.67706,2.8326375,0.4985072,6.5,16.21301534650456
NEBRASKA SETTLER,7.0,21.275858,-275.8247,3.0289261,0.53777075,4.4,17.078772725687102
OKLAHOMA,5.0,24.118107,-241.8227,3.719895,0.7379817,4.4,15.737999929794523
OKLAHOMA,6.0,24.225044,-261.25293,3.624232,0.75699514,4.4,15.737999929794523
NEBRASKA SETTLER,5.0,20.922224,-262.0935,3.960321,0.9358714,4.4,17.078772725687102
NEBRASKA OVERLAND,16.0,14.883728,-958.397,2.6592524,0.39698893,7.7,17.420924666307858
OKLAHOMA,7.0,12.519065,-457.6812,2.7371974,0.3309822,7.7,15.737999929794523
NEBRASKA OVERLAND,16.0,18.972645,-967.1153,3.073225,0.71443987,7.7,17.420924666307858
KANSAS,7.0,17.565788,-444.72217,2.836494,0.4820225,7.7,16.21301534650456
OKLAHOMA,10.0,23.315464,-365.7163,3.043189,0.6337074,4.4,15.737999929794523
KANSAS,8.0,13.787908,-471.22177,2.6974163,0.35431102,7.7,16.21301534650456
OKLAHOMA,6.0,15.009324,-394.84848,2.6542883,0.32334927,7.7,15.737999929794523
NEBRASKA SETTLER,8.0,18.998137,-563.2767,3.6338234,0.82237345,6.5,17.078772725687102
KANSAS,9.0,14.272968,-614.68274,2.734021,0.38903922,8.9,16.21301534650456
NEBRASKA OVERLAND,6.0,12.945493,-382.05536,2.6759398,0.33450523,7.7,17.420924666307858
OKLAHOMA,14.0,10.467361,-908.6896,2.5443938,0.23996383,8.9,15.737999929794523
NEBRASKA OVERLAND,7.0,23.37982,-272.07297,3.0107388,0.5778751,4.4,17.420924666307858
OKLAHOMA,12.0,13.256735,-694.7751,2.608162,0.28820267,7.7,15.737999929794523
OKLAHOMA,9.0,18.38628,-561.1181,3.1376967,0.5943037,6.5,15.737999929794523
KANSAS,11.0,19.56855,-494.04825,3.0891864,0.64890707,4.4,16.21301534650456
NEBRASKA OVERLAND,14.0,21.012983,-601.2254,3.052405,0.75391906,4.4,17.420924666307858
NEBRASKA OVERLAND,12.0,17.728472,-811.8156,3.0911489,0.5909803,7.7,17.420924666307858
KANSAS,8.0,13.087691,-528.7953,2.7415307,0.36522904,7.7,16.21301534650456
NEBRASKA SETTLER,6.0,15.256001,-443.3861,2.9721687,0.47200093,7.7,17.078772725687102
KANSAS,11.0,10.55247,-674.7692,2.4345517,0.23309436,8.9,16.21301534650456
NEBRASKA SETTLER,6.0,16.903635,-472.3138,3.1936574,0.5848863,7.7,17.078772725687102
NEBRASKA OVERLAND,9.0,17.881092,-666.35223,3.1263638,0.6163052,7.7,17.420924666307858
KANSAS,16.0,14.280784,-873.03394,2.6013842,0.37202755,7.7,16.21301534650456
NEBRASKA OVERLAND,8.0,21.008846,-413.09192,3.554415,0.8264151,4.4,17.420924666307858
OKLAHOMA,7.0,23.731043,-350.67307,3.8042264,0.8752858,4.4,15.737999929794523
NEBRASKA OVERLAND,7.0,16.88239,-477.27768,3.0442846,0.5367845,7.7,17.420924666307858
KANSAS,14.0,14.487216,-768.53815,2.6197553,0.36621132,7.7,16.21301534650456
OKLAHOMA,9.0,11.099019,-615.7529,2.7259648,0.26807177,8.9,15.737999929794523
OKLAHOMA,11.0,10.964935,-685.6309,2.6094234,0.25616255,7.7,15.737999929794523
NEBRASKA SETTLER,11.0,17.695463,-720.338,2.9729455,0.53570384,7.7,17.078772725687102
NEBRASKA SETTLER,8.0,21.174955,-309.50092,3.173095,0.66873896,4.4,17.078772725687102
OKLAHOMA,17.0,13.758398,-980.8464,2.5832098,0.29632244,7.7,15.737999929794523
NEBRASKA OVERLAND,8.0,21.341614,-384.74234,3.509162,0.8154019,4.4,17.420924666307858
NEBRASKA OVERLAND,9.0,12.539902,-635.1669,2.6692533,0.32677874,8.9,17.420924666307858
NEBRASKA OVERLAND,12.0,21.267702,-410.6471,2.8490226,0.66353124,4.4,17.420924666307858
KANSAS,9.0,17.857939,-490.92813,2.8255684,0.52654105,6.5,16.21301534650456
NEBRASKA SETTLER,12.0,19.087273,-801.434,3.5112972,0.829305,6.5,17.078772725687102
OKLAHOMA,11.0,22.769808,-495.60358,3.2386792,0.7584098,4.4,15.737999929794523
KANSAS,6.0,16.895645,-433.57538,3.004508,0.51990247,7.7,16.21301534650456
OKLAHOMA,15.0,13.017206,-859.60486,2.6060932,0.29586035,7.7,15.737999929794523
NEBRASKA OVERLAND,10.0,11.851327,-698.415,2.6754892,0.3134499,8.9,17.420924666307858
OKLAHOMA,9.0,12.691735,-516.18616,2.4939232,0.24757306,7.7,15.737999929794523
NEBRASKA OVERLAND,7.0,16.303324,-475.08966,2.924933,0.5132113,7.7,17.420924666307858
OKLAHOMA,15.0,11.743961,-843.8322,2.529429,0.26585004,7.7,15.737999929794523
NEBRASKA SETTLER,16.0,19.94266,-793.5161,3.0987396,0.74863935,4.4,17.078772725687102
NEBRASKA SETTLER,12.0,20.457655,-578.11957,3.4003873,0.8193936,4.4,17.078772725687102
KANSAS,6.0,16.147278,-435.5282,2.9331007,0.48491707,7.7,16.21301534650456
NEBRASKA SETTLER,7.0,17.730736,-523.6679,3.384924,0.67399037,7.7,17.078772725687102
OKLAHOMA,12.0,14.691505,-754.52655,2.613654,0.30435997,7.7,15.737999929794523
OKLAHOMA,5.0,12.466573,-302.1476,2.6471863,0.2663301,7.7,15.737999929794523
OKLAHOMA,5.0,22.076582,-241.21742,3.6991098,0.73772717,4.4,15.737999929794523
OKLAHOMA,15.0,22.340448,-664.13153,2.775234,0.64147025,4.4,15.737999929794523
NEBRASKA SETTLER,8.0,13.672345,-582.9915,2.953628,0.41868362,7.7,17.078772725687102
NEBRASKA SETTLER,17.0,18.003628,-880.8327,2.7856936,0.5668352,7.7,17.078772725687102
OKLAHOMA,7.0,12.321034,-478.24655,2.751985,0.296603,7.7,15.737999929794523
OKLAHOMA,15.0,12.319768,-848.10834,2.5681329,0.29330045,7.7,15.737999929794523
NEBRASKA SETTLER,7.0,13.883022,-467.61096,2.8672004,0.40843695,7.7,17.078772725687102
NEBRASKA SETTLER,8.0,17.212776,-647.787,3.42544,0.67313963,7.7,17.078772725687102
KANSAS,8.0,13.575245,-457.89395,2.6106079,0.32515067,7.7,16.21301534650456
KANSAS,15.0,15.42163,-863.7131,2.7461352,0.43915403,7.7,16.21301534650456
NEBRASKA OVERLAND,7.0,21.314901,-327.1015,3.7149398,0.8662565,4.4,17.420924666307858
NEBRASKA OVERLAND,13.0,15.654157,-808.32886,2.7046037,0.41291097,7.7,17.420924666307858
OKLAHOMA,7.0,24.368462,-292.05176,3.5331488,0.81135136,4.4,15.737999929794523
KANSAS,6.0,20.076496,-287.49286,3.6473098,0.78656054,4.4,16.21301534650456
NEBRASKA SETTLER,8.0,17.97206,-542.9897,3.0086703,0.5593639,7.7,17.078772725687102
OKLAHOMA,8.0,11.291283,-568.99524,2.7301745,0.28106385,8.9,15.737999929794523
OKLAHOMA,7.0,24.299377,-308.302,3.6821525,0.84226376,4.4,15.737999929794523
KANSAS,6.0,15.05395,-357.6913,2.9692757,0.4676636,7.7,16.21301534650456
OKLAHOMA,11.0,18.908146,-648.2249,3.0039752,0.5425457,6.5,15.737999929794523
OKLAHOMA,15.0,13.737471,-847.65326,2.6052654,0.29157263,7.7,15.737999929794523
OKLAHOMA,15.0,12.039993,-817.56604,2.5333862,0.25682348,7.7,15.737999929794523
OKLAHOMA,13.0,13.234681,-770.54724,2.622638,0.30584612,7.7,15.737999929794523
NEBRASKA SETTLER,6.0,21.214981,-323.52628,3.889164,0.9250432,4.4,17.078772725687102
KANSAS,10.0,16.352915,-649.7206,2.7753105,0.43390578,7.7,16.21301534650456
OKLAHOMA,7.0,24.10694,-286.53455,3.1985183,0.6146347,4.4,15.737999929794523
NEBRASKA OVERLAND,7.0,16.742266,-493.41583,3.1610575,0.5717734,7.7,17.420924666307858
OKLAHOMA,12.0,13.648887,-686.54486,2.544211,0.2828293,7.7,15.737999929794523
NEBRASKA OVERLAND,16.0,13.451048,-935.2215,2.5957067,0.333323,7.7,17.420924666307858
NEBRASKA OVERLAND,10.0,13.123541,-720.7468,2.7922888,0.37916878,8.9,17.420924666307858
OKLAHOMA,12.0,10.55938,-834.54346,2.5374553,0.24056071,8.9,15.737999929794523
OKLAHOMA,9.0,24.297916,-381.14267,3.294285,0.7897625,4.4,15.737999929794523
NEBRASKA SETTLER,7.0,17.12965,-480.02005,3.0545201,0.53623885,7.7,17.078772725687102
NEBRASKA OVERLAND,12.0,11.392426,-746.1882,2.5076952,0.27349675,8.9,17.420924666307858
OKLAHOMA,8.0,12.481053,-499.22437,2.6978168,0.30789325,7.7,15.737999929794523
OKLAHOMA,13.0,22.53588,-595.79944,3.0413342,0.6890482,4.4,15.737999929794523
NEBRASKA SETTLER,8.0,15.256412,-636.4117,3.4198856,0.61808497,7.7,17.078772725687102
NEBRASKA SETTLER,9.0,15.645726,-626.12085,3.0178483,0.50452244,7.7,17.078772725687102
KANSAS,9.0,14.285255,-577.5832,2.832646,0.3966262,7.7,16.21301534650456
KANSAS,8.0,21.857773,-354.82898,3.3722875,0.7482167,4.4,16.21301534650456
KANSAS,14.0,12.52497,-763.3984,2.5337093,0.29426482,7.7,16.21301534650456
NEBRASKA SETTLER,7.0,15.744728,-515.4192,3.2667115,0.5712059,7.7,17.078772725687102
NEBRASKA SETTLER,12.0,18.88007,-655.0763,3.125362,0.69085866,6.5,17.078772725687102
NEBRASKA OVERLAND,17.0,10.323795,-1049.2833,2.3781538,0.22559561,8.9,17.420924666307858
KANSAS,6.0,16.060724,-358.2166,2.8008971,0.42804825,7.7,16.21301534650456
OKLAHOMA,12.0,23.123005,-426.1826,2.973701,0.67119956,4.4,15.737999929794523
NEBRASKA SETTLER,8.0,16.421515,-636.2262,3.2777736,0.60461336,7.7,17.078772725687102
NEBRASKA OVERLAND,8.0,12.808144,-577.7081,2.6950126,0.34824613,8.9,17.420924666307858
NEBRASKA SETTLER,8.0,17.840578,-552.3623,2.9491599,0.53063846,7.7,17.078772725687102
NEBRASKA OVERLAND,14.0,17.402876,-736.70984,2.745038,0.5226828,6.5,17.420924666307858
KANSAS,6.0,20.378742,-279.9342,3.8173244,0.873502,4.4,16.21301534650456
OKLAHOMA,7.0,12.149774,-443.21228,2.6300888,0.2678536,7.7,15.737999929794523
NEBRASKA SETTLER,6.0,20.715275,-271.61722,3.9352767,0.91929835,4.4,17.078772725687102
NEBRASKA SETTLER,11.0,21.351332,-469.60745,3.4187632,0.8269914,4.4,17.078772725687102
OKLAHOMA,6.0,13.041922,-385.1437,2.8343444,0.352194,7.7,15.737999929794523
NEBRASKA OVERLAND,13.0,20.490343,-531.5515,3.023095,0.7031044,4.4,17.420924666307858
OKLAHOMA,14.0,10.741095,-737.91797,2.4853914,0.23350015,7.7,15.737999929794523
OKLAHOMA,14.0,13.023726,-822.73193,2.5841281,0.27337167,7.7,15.737999929794523
OKLAHOMA,5.0,24.368782,-242.40823,3.6618862,0.75055987,4.4,15.737999929794523
KANSAS,9.0,14.886381,-565.4406,2.64246,0.34488034,7.7,16.21301534650456
NEBRASKA OVERLAND,7.0,17.86787,-528.6158,3.2191567,0.63616025,7.7,17.420924666307858
OKLAHOMA,8.0,23.501131,-355.96375,3.3220003,0.72250044,4.4,15.737999929794523
KANSAS,12.0,12.386162,-749.1166,2.5523884,0.2947933,8.9,16.21301534650456
OKLAHOMA,6.0,23.598984,-307.3334,3.7874696,0.8669987,4.4,15.737999929794523
NEBRASKA OVERLAND,6.0,17.186224,-415.963,3.0665233,0.5615579,7.7,17.420924666307858
KANSAS,7.0,21.953539,-275.46954,2.9582767,0.51875526,4.4,16.21301534650456
OKLAHOMA,10.0,24.262156,-373.01172,2.9965184,0.69420755,4.4,15.737999929794523
NEBRASKA SETTLER,16.0,17.850435,-1048.077,3.1148229,0.6674527,7.7,17.078772725687102
OKLAHOMA,14.0,16.503931,-741.96063,2.7603462,0.45568356,6.5,15.737999929794523
OKLAHOMA,13.0,22.28417,-571.9207,2.936083,0.6326016,4.4,15.737999929794523
OKLAHOMA,7.0,12.9790745,-459.95792,2.7914727,0.33167008,7.7,15.737999929794523
KANSAS,5.0,15.352753,-297.21664,2.6694846,0.37802905,7.7,16.21301534650456
NEBRASKA SETTLER,6.0,16.136715,-476.58755,3.3202295,0.6143804,7.7,17.078772725687102
KANSAS,15.0,18.049475,-772.1952,2.8964002,0.61705816,4.4,16.21301534650456
KANSAS,17.0,14.746908,-948.8564,2.6675272,0.40636542,7.7,16.21301534650456
NEBRASKA OVERLAND,7.0,17.737299,-489.72192,2.855772,0.5309226,7.7,17.420924666307858
NEBRASKA SETTLER,12.0,15.982542,-767.8797,2.8358123,0.44674712,7.7,17.078772725687102
NEBRASKA OVERLAND,6.0,23.701889,-250.0253,3.3674932,0.6862045,4.4,17.420924666307858
NEBRASKA SETTLER,6.0,16.866064,-406.7399,3.289161,0.6097697,7.7,17.078772725687102
OKLAHOMA,13.0,22.25429,-551.3566,2.9686456,0.6590486,4.4,15.737999929794523
NEBRASKA SETTLER,6.0,21.177198,-312.24307,3.865146,0.9168282,4.4,17.078772725687102
OKLAHOMA,6.0,11.452028,-379.24158,2.768881,0.28019935,7.7,15.737999929794523
NEBRASKA SETTLER,7.0,16.071918,-548.9858,3.1954017,0.557291,7.7,17.078772725687102
NEBRASKA OVERLAND,9.0,19.267628,-541.9352,3.3911479,0.76447153,6.5,17.420924666307858
OKLAHOMA,9.0,23.317635,-458.2189,3.568441,0.7869471,4.4,15.737999929794523
KANSAS,12.0,18.263117,-671.64935,2.9080162,0.60057086,6.5,16.21301534650456
NEBRASKA OVERLAND,8.0,16.971792,-447.05408,2.5824468,0.3835235,7.7,17.420924666307858
NEBRASKA OVERLAND,13.0,16.11205,-815.7759,2.8553011,0.47389498,7.7,17.420924666307858
KANSAS,5.0,15.739214,-300.52524,2.7462842,0.4082324,7.7,16.21301534650456
NEBRASKA OVERLAND,11.0,12.6664095,-729.8279,2.7353425,0.35171884,8.9,17.420924666307858
NEBRASKA SETTLER,10.0,21.43445,-381.31784,3.205681,0.7644891,4.4,17.078772725687102
KANSAS,10.0,11.110086,-662.44385,2.569525,0.2672773,8.9,16.21301534650456
OKLAHOMA,15.0,12.447306,-843.85095,2.5583696,0.28869155,7.7,15.737999929794523
NEBRASKA SETTLER,7.0,15.9103155,-538.47076,3.2200766,0.58390695,7.7,17.078772725687102
OKLAHOMA,14.0,12.556116,-776.76404,2.5734231,0.27333298,7.7,15.737999929794523
NEBRASKA OVERLAND,8.0,18.672285,-544.2034,3.0800831,0.62491405,7.7,17.420924666307858
OKLAHOMA,7.0,14.604766,-451.32568,2.8585525,0.37583405,7.7,15.737999929794523
NEBRASKA OVERLAND,8.0,22.560097,-294.6515,2.9569173,0.58278304,4.4,17.420924666307858
NEBRASKA SETTLER,6.0,21.220139,-253.41171,3.4975767,0.69602466,4.4,17.078772725687102
KANSAS,5.0,15.788487,-348.02002,2.862576,0.44095093,7.7,16.21301534650456
NEBRASKA SETTLER,6.0,14.1520815,-475.70227,3.0203776,0.45642835,8.9,17.078772725687102
NEBRASKA OVERLAND,7.0,16.539854,-435.818,2.8723452,0.47786716,7.7,17.420924666307858
OKLAHOMA,17.0,20.02449,-875.04895,2.6330733,0.47276288,7.7,15.737999929794523
KANSAS,14.0,14.309179,-780.6305,2.5937176,0.3760356,7.7,16.21301534650456
NEBRASKA OVERLAND,8.0,12.070566,-480.39883,2.494613,0.26423976,8.9,17.420924666307858
NEBRASKA SETTLER,6.0,14.70877,-436.89413,3.1113307,0.50550514,7.7,17.078772725687102
NEBRASKA OVERLAND,5.0,23.24776,-249.7129,3.6254728,0.7654752,4.4,17.420924666307858
NEBRASKA SETTLER,8.0,14.899862,-603.9779,3.2376015,0.58105886,7.7,17.078772725687102
OKLAHOMA,14.0,23.064375,-595.58246,2.8614159,0.62853676,4.4,15.737999929794523
NEBRASKA SETTLER,8.0,15.18534,-632.29736,3.320332,0.5820027,7.7,17.078772725687102
NEBRASKA SETTLER,6.0,20.898735,-295.8447,3.8519225,0.89056575,4.4,17.078772725687102
KANSAS,11.0,12.190142,-678.1282,2.5363948,0.28385377,8.9,16.21301534650456
NEBRASKA SETTLER,6.0,21.150648,-299.85687,3.819571,0.89229757,4.4,17.078772725687102
NEBRASKA SETTLER,16.0,18.516829,-787.97485,2.8050756,0.5854882,7.7,17.078772725687102
NEBRASKA SETTLER,5.0,15.171511,-386.19937,3.2066386,0.52957636,7.7,17.078772725687102
KANSAS,6.0,15.719315,-402.07816,2.8395112,0.43561113,7.7,16.21301534650456
NEBRASKA OVERLAND,6.0,21.040857,-260.82477,3.305434,0.6488101,4.4,17.420924666307858
NEBRASKA OVERLAND,10.0,13.985562,-668.43506,2.6987324,0.39011097,8.9,17.420924666307858
NEBRASKA OVERLAND,11.0,13.815409,-685.33234,2.6670074,0.38420206,7.7,17.420924666307858
OKLAHOMA,15.0,12.521174,-818.1043,2.5082164,0.27401128,7.7,15.737999929794523
NEBRASKA OVERLAND,8.0,16.137003,-534.3711,2.8497221,0.46367222,6.5,17.420924666307858
KANSAS,9.0,13.356965,-555.3589,2.776419,0.39076865,7.7,16.21301534650456
NEBRASKA OVERLAND,8.0,11.028019,-583.30334,2.497413,0.2554697,8.9,17.420924666307858
NEBRASKA OVERLAND,7.0,14.441616,-442.6338,2.8681896,0.41280165,7.7,17.420924666307858
NEBRASKA SETTLER,9.0,20.728436,-324.19705,3.129864,0.63334113,4.4,17.078772725687102
OKLAHOMA,8.0,12.321608,-511.08145,2.7645168,0.32840416,7.7,15.737999929794523
NEBRASKA SETTLER,14.0,20.739286,-710.0926,3.3555198,0.83337075,4.4,17.078772725687102
NEBRASKA OVERLAND,8.0,18.20895,-638.83344,3.226029,0.65050703,7.7,17.420924666307858
KANSAS,9.0,19.707947,-321.31253,3.0587645,0.5849386,4.4,16.21301534650456
NEBRASKA OVERLAND,11.0,16.546717,-688.12854,2.8052092,0.46641022,7.7,17.420924666307858
KANSAS,9.0,18.282673,-468.3706,2.8222547,0.50643516,6.5,16.21301534650456
OKLAHOMA,17.0,16.002531,-953.00775,2.6110547,0.3690439,7.7,15.737999929794523
NEBRASKA OVERLAND,9.0,21.202766,-395.70792,3.374443,0.79362524,4.4,17.420924666307858
OKLAHOMA,13.0,15.59151,-716.40955,2.7550638,0.41537327,6.5,15.737999929794523
KANSAS,8.0,17.811335,-533.8587,2.8879936,0.5067957,7.7,16.21301534650456
NEBRASKA SETTLER,10.0,19.043722,-708.90717,3.5621555,0.8190722,6.5,17.078772725687102
NEBRASKA OVERLAND,10.0,21.224379,-518.10236,3.5858974,0.8662224,4.4,17.420924666307858
KANSAS,5.0,16.152702,-333.21542,2.947604,0.47814527,7.7,16.21301534650456
OKLAHOMA,13.0,10.660583,-889.28265,2.6358914,0.25006917,8.9,15.737999929794523
KANSAS,6.0,16.93794,-459.6676,3.1998188,0.58023274,7.7,16.21301534650456
OKLAHOMA,5.0,24.276365,-241.15741,3.9199417,0.88496935,4.4,15.737999929794523
NEBRASKA OVERLAND,8.0,14.713718,-523.2825,2.9194307,0.46392986,8.9,17.420924666307858
OKLAHOMA,8.0,10.539829,-543.5969,2.660773,0.23970126,8.9,15.737999929794523
OKLAHOMA,16.0,16.69177,-844.02014,2.6796837,0.45010227,6.5,15.737999929794523
OKLAHOMA,9.0,14.418254,-557.6962,2.6256516,0.3253321,7.7,15.737999929794523
NEBRASKA SETTLER,17.0,10.398129,-1127.4719,2.4298885,0.23355393,8.9,17.078772725687102
NEBRASKA SETTLER,13.0,18.174994,-860.6384,3.4264812,0.74322194,6.5,17.078772725687102
NEBRASKA SETTLER,10.0,19.61414,-743.31445,3.8511188,0.92584103,6.5,17.078772725687102
OKLAHOMA,5.0,22.3998,-238.9756,3.6022644,0.67201823,4.4,15.737999929794523
NEBRASKA SETTLER,13.0,14.93449,-788.89795,2.7464547,0.39912215,7.7,17.078772725687102
NEBRASKA SETTLER,6.0,18.521301,-371.17343,3.3518238,0.71763164,6.5,17.078772725687102
KANSAS,9.0,11.333662,-634.9355,2.5517354,0.2659674,8.9,16.21301534650456
NEBRASKA SETTLER,17.0,16.800549,-948.3304,2.7147675,0.498379,7.7,17.078772725687102
KANSAS,16.0,13.602269,-894.92145,2.586228,0.3365363,7.7,16.21301534650456
NEBRASKA SETTLER,9.0,12.659437,-642.17377,2.8829713,0.38398778,8.9,17.078772725687102
NEBRASKA OVERLAND,7.0,16.148764,-454.2166,2.9787064,0.5250552,7.7,17.420924666307858
NEBRASKA OVERLAND,6.0,17.719622,-403.1525,3.0081396,0.57933116,7.7,17.420924666307858
KANSAS,10.0,13.338477,-584.0976,2.6633456,0.34381455,7.7,16.21301534650456
OKLAHOMA,9.0,11.221414,-567.97565,2.585042,0.25052458,7.7,15.737999929794523
OKLAHOMA,13.0,18.044,-698.06067,2.8040109,0.52090436,6.5,15.737999929794523
NEBRASKA OVERLAND,12.0,15.469346,-729.7936,2.7304566,0.4167004,7.7,17.420924666307858
KANSAS,8.0,18.080065,-524.45245,3.2855341,0.69306207,6.5,16.21301534650456
NEBRASKA SETTLER,8.0,21.18104,-387.63956,3.7869084,0.89629334,4.4,17.078772725687102
NEBRASKA SETTLER,10.0,19.85587,-573.31573,3.496045,0.8115968,6.5,17.078772725687102
