,Variety,Freq,d(cm),M%,Density,Attn,Phase,Phase_Corr,Permittivity_real,Permittivity_imaginary,Type,Phase/Attn,Freq*d(cm),Freq*Attn
1176,KANSAS,-43634.1015625,15291.4111328125,-49394.6875,-1038.23681640625,72202.1171875,1214934.25,3659484.5,-5746.447265625,-2760.63623046875,-6643.34228515625,115047.5859375,-477180.3125,-1739486.625
1177,KANSAS,-55280.0546875,19370.98828125,-62569.8984375,-1315.3525390625,91436.0390625,1538759.25,4634534.5,-7279.27880859375,-3496.866455078125,-8418.76171875,145735.5,-604386.9375,-2203310.25
1178,KANSAS,-50770.953125,17789.044921875,-57480.4296875,-1208.173828125,84030.9296875,1414016.125,4259234.0,-6686.205078125,-3212.530517578125,-7732.16845703125,133874.21875,-555314.4375,-2023814.875
1179,KANSAS,-68292.3984375,23929.53515625,-77295.828125,-1625.1959228515625,112965.8671875,1901046.0,5726029.0,-8993.458984375,-4320.072265625,-10404.1875,180036.46875,-746682.4375,-2722158.5
1180,KANSAS,-42576.61328125,14921.283203125,-48197.94140625,-1013.054931640625,70448.9453125,1185482.0,3570525.0,-5607.08349609375,-2693.642578125,-6481.77587890625,112256.1796875,-465596.25,-1697165.125
1181,KANSAS,-43408.3515625,15208.92578125,-49148.00390625,-1032.8157958984375,71855.1796875,1209072.5,3642722.0,-5716.97216796875,-2746.638916015625,-6609.14501953125,114480.953125,-474866.0,-1730401.875
1182,KANSAS,-50740.5859375,17779.52734375,-57436.84765625,-1207.3876953125,83953.71875,1412818.5,4255747.5,-6681.515625,-3210.218994140625,-7726.62255859375,133780.765625,-554861.4375,-2022532.5
1183,KANSAS,-58727.24609375,20576.923828125,-66488.1640625,-1397.4827880859375,97189.9921875,1635561.0,4927143.0,-7734.89599609375,-3715.972412109375,-8946.6025390625,154857.328125,-642335.8125,-2341085.75
1184,KANSAS,-53458.96484375,18733.52734375,-60511.53515625,-1272.0833740234375,88430.1171875,1488114.125,4482209.5,-7040.06787109375,-3381.732666015625,-8141.2763671875,140936.4375,-584517.4375,-2130847.75
1185,KANSAS,-48860.09765625,17120.142578125,-55307.44921875,-1162.622314453125,80841.6875,1360431.375,4097819.5,-6434.3984375,-3091.04248046875,-7439.451171875,128819.1171875,-534281.0625,-1947623.75
1186,KANSAS,-73571.53125,25776.9296875,-83257.5703125,-1750.7176513671875,121667.359375,2047672.5,6167571.5,-9687.1484375,-4653.61279296875,-11208.4462890625,193911.9375,-804301.25,-2932280.25
1187,KANSAS,-92748.7890625,32495.576171875,-104960.375,-2207.25244140625,153383.015625,2581548.0,7775495.5,-12213.20703125,-5866.94287109375,-14133.9140625,244461.46875,-1013997.3125,-3696536.0
1188,KANSAS,-43844.74609375,15362.3232421875,-49644.31640625,-1043.3065185546875,72573.015625,1221179.5,3679080.5,-5774.943359375,-2774.10888671875,-6675.66064453125,115637.921875,-479587.34375,-1747858.375
1189,KANSAS,-85162.5078125,29838.267578125,-96384.3359375,-2026.583251953125,140857.625,2370603.5,7140477.5,-11215.138671875,-5387.33251953125,-12977.8740234375,224480.890625,-931106.6875,-3394369.5
1190,KANSAS,-55181.12890625,19332.9765625,-62466.71484375,-1313.02685546875,91311.0859375,1536679.75,4628937.5,-7267.28759765625,-3491.28662109375,-8404.3046875,145490.125,-603481.8125,-2199456.0
1191,KANSAS,-44026.046875,15424.5830078125,-49852.55078125,-1047.5133056640625,72889.3125,1226428.125,3694701.75,-5798.64013671875,-2785.802490234375,-6703.2451171875,116111.8828125,-481644.5,-1755049.25
1192,KANSAS,-56187.7265625,19687.921875,-63598.08203125,-1336.9976806640625,92955.5859375,1564304.0,4711607.5,-7399.09814453125,-3554.708251953125,-8557.6845703125,148119.390625,-614407.3125,-2239703.5
1193,KANSAS,-51365.95703125,17997.81640625,-58132.890625,-1222.1553955078125,84966.828125,1429848.125,4306370.0,-6763.3115234375,-3249.198974609375,-7821.37939453125,135397.328125,-561624.0,-2047227.25
1194,KANSAS,-52296.09765625,18318.61328125,-59214.6328125,-1244.4583740234375,86562.0546875,1456739.625,4389324.5,-6887.52587890625,-3308.973876953125,-7964.59814453125,137927.421875,-572029.9375,-2084523.375
1195,KANSAS,-57196.6875,20037.177734375,-64761.49609375,-1361.1378173828125,94680.359375,1593428.75,4800039.0,-7533.18798828125,-3619.28759765625,-8712.9033203125,150840.09375,-625659.625,-2280006.75
1196,KANSAS,-36217.28125,12690.0185546875,-41004.6015625,-861.6288452148438,59944.1328125,1008648.1875,3038889.0,-4769.61328125,-2291.519287109375,-5511.81982421875,95513.859375,-396129.71875,-1443679.125
1197,KANSAS,-54519.671875,19100.658203125,-61728.015625,-1297.3875732421875,90246.390625,1518738.125,4575308.5,-7180.57666015625,-3449.94775390625,-8305.1572265625,143776.921875,-596376.4375,-2173332.25
1198,KANSAS,-52578.85546875,18422.890625,-59512.2890625,-1251.11474609375,86969.7109375,1463621.0,4408801.0,-6923.4482421875,-3325.95849609375,-8006.1416015625,138612.1875,-574858.6875,-2095582.0
1199,KANSAS,-52367.4296875,18347.169921875,-59278.6953125,-1245.9940185546875,86656.6640625,1458347.0,4392555.5,-6896.2841796875,-3313.15283203125,-7974.9208984375,138063.921875,-572694.5625,-2087383.25
1200,KANSAS,-44008.671875,15416.6669921875,-49827.59765625,-1047.0347900390625,72856.3515625,1226014.0,3693028.5,-5795.54443359375,-2784.70654296875,-6700.72509765625,116061.96875,-481437.03125,-1754330.5
1201,KANSAS,-77743.9921875,27240.01953125,-87993.421875,-1850.1865234375,128594.1484375,2164187.5,6518296.5,-10236.8134765625,-4918.1923828125,-11845.6796875,204930.25,-850027.875,-3098615.75
1202,KANSAS,-83328.5625,29197.08984375,-94305.8359375,-1983.0325927734375,137810.453125,2319314.25,6985826.5,-10972.6572265625,-5271.13916015625,-12698.0693359375,219645.53125,-911045.9375,-3321267.0
1203,KANSAS,-51312.91015625,17979.970703125,-58082.23828125,-1220.8426513671875,84903.3671875,1428720.5,4303401.5,-6756.93115234375,-3246.448486328125,-7814.09912109375,135279.125,-561173.5625,-2045397.875
1204,KANSAS,-61608.25,21584.2578125,-69724.390625,-1465.9471435546875,101903.0625,1714944.5,5165681.0,-8112.072265625,-3897.21435546875,-9383.1396484375,162411.28125,-673638.75,-2455289.75
1205,KANSAS,-53864.23046875,18872.7578125,-60977.91015625,-1281.7176513671875,89129.5703125,1499965.625,4518269.5,-7093.716796875,-3407.932373046875,-8204.0048828125,142026.8125,-589070.75,-2147140.0
1206,KANSAS,-68813.78125,24110.208984375,-77902.7265625,-1637.7803955078125,113855.890625,1916014.625,5772019.0,-9062.62109375,-4353.6083984375,-10484.6435546875,181458.265625,-752540.1875,-2742813.0
1207,KANSAS,-48080.4609375,16847.685546875,-54430.65234375,-1144.04150390625,79569.78125,1339006.0,4033353.25,-6331.99267578125,-3042.181396484375,-7321.69775390625,126776.6328125,-525883.125,-1916660.375
1208,KANSAS,-54961.6640625,19254.890625,-62218.53125,-1307.8333740234375,90945.1171875,1530558.125,4610776.5,-7237.7548828125,-3477.19775390625,-8370.955078125,144917.703125,-601067.875,-2190663.75
1209,KANSAS,-57122.96484375,20015.375,-64655.44140625,-1359.323486328125,94489.9375,1590201.375,4789595.5,-7521.69580078125,-3613.55615234375,-8699.9765625,150584.3125,-624574.5,-2276917.5
1210,KANSAS,-56795.33203125,19897.275390625,-64302.71875,-1351.5069580078125,94001.7109375,1582034.375,4765657.0,-7480.2041015625,-3593.641357421875,-8651.6669921875,149760.640625,-621178.75,-2263951.0
1211,KANSAS,-67000.640625,23474.890625,-75835.390625,-1594.3865966796875,110832.4921875,1865238.25,5618318.0,-8822.794921875,-4238.58935546875,-10206.9609375,176627.171875,-732622.375,-2670498.5
1212,KANSAS,-47719.1328125,16717.701171875,-54029.0234375,-1135.4432373046875,78988.6171875,1329204.0,4004608.25,-6284.86669921875,-3019.65380859375,-7267.02880859375,125843.53125,-522046.0,-1902302.0
1213,KANSAS,-40029.8046875,14025.96875,-45323.0390625,-952.5380859375,66250.4296875,1114813.625,3358695.0,-5272.0322265625,-2532.626220703125,-6093.23046875,105566.9140625,-437842.25,-1595694.375
1214,KANSAS,-53615.171875,18786.669921875,-60693.54296875,-1275.8040771484375,88718.546875,1493060.5,4497397.0,-7060.705078125,-3392.42041015625,-8166.01318359375,141355.890625,-586353.4375,-2137230.0
1215,KANSAS,-48398.8515625,16958.5546875,-54794.59765625,-1151.6982421875,80100.5234375,1347899.5,4060526.0,-6373.86767578125,-3062.3818359375,-7370.4072265625,127618.6484375,-529364.125,-1929272.25
1216,KANSAS,-56593.1015625,19827.9453125,-64058.97265625,-1346.611083984375,93630.7421875,1575679.5,4746219.0,-7452.5078125,-3580.052978515625,-8619.017578125,149203.984375,-618812.75,-2255744.0
1217,KANSAS,-57969.84375,20311.7109375,-65603.1796875,-1379.2913818359375,95876.8359375,1613558.25,4859358.5,-7632.62841796875,-3666.901611328125,-8828.203125,152796.109375,-633755.5625,-2310417.5
1218,KANSAS,-42691.921875,14959.9833984375,-48326.5546875,-1015.7205810546875,70638.5234375,1188622.875,3580176.0,-5621.34228515625,-2700.944091796875,-6499.02099609375,112554.3671875,-466908.9375,-1701731.875
1219,KANSAS,-80901.6171875,28342.681640625,-91568.7890625,-1925.202880859375,133829.734375,2252393.0,6784966.0,-10653.58984375,-5117.99951171875,-12328.1357421875,213269.9375,-884603.4375,-3224501.75
1220,KANSAS,-62817.02734375,22011.029296875,-71102.796875,-1494.7554931640625,103918.4921875,1748734.25,5267145.0,-8271.7021484375,-3973.901611328125,-9568.9609375,165592.359375,-686869.0,-2503825.0
1221,KANSAS,-68162.1796875,23882.990234375,-77151.71875,-1621.982177734375,112765.1328125,1897724.75,5716236.0,-8976.4296875,-4312.25244140625,-10385.3779296875,179692.5625,-745353.875,-2717064.25
1222,KANSAS,-62093.46484375,21756.39453125,-70298.453125,-1477.694091796875,102755.546875,1729328.5,5209163.0,-8178.21240234375,-3928.919677734375,-9460.61328125,163733.390625,-679099.9375,-2475282.25
1223,KANSAS,-51220.33984375,17945.2890625,-57998.83984375,-1218.9068603515625,84788.6015625,1426774.75,4298185.5,-6746.216796875,-3241.03564453125,-7801.169921875,135075.234375,-560301.875,-2041821.75
1224,KANSAS,-62898.3046875,22039.03125,-71204.0390625,-1496.842529296875,104059.6171875,1751289.75,5275548.5,-8283.361328125,-3979.2900390625,-9582.62109375,165835.125,-687818.5625,-2507164.75
1225,KANSAS,-40530.91015625,14199.736328125,-45894.3671875,-964.4024658203125,67098.6953125,1129088.875,3401515.0,-5338.1279296875,-2564.82763671875,-6170.31884765625,106894.2578125,-443400.84375,-1615762.25
1226,KANSAS,-48689.38671875,17057.513671875,-55127.53515625,-1158.6044921875,80588.4453125,1356145.5,4085874.25,-6413.205078125,-3080.767822265625,-7415.3125,128407.640625,-532582.375,-1940881.375
1227,KANSAS,-74541.2109375,26117.5390625,-84362.3359375,-1773.8848876953125,123275.0,2074750.625,6249530.5,-9815.6591796875,-4714.99951171875,-11356.4501953125,196488.0,-814939.5,-2970966.75
1228,KANSAS,-69487.9921875,24344.14453125,-78659.484375,-1653.6861572265625,114972.328125,1935003.125,5828904.0,-9151.296875,-4396.19580078125,-10587.4091796875,183217.765625,-759903.875,-2769671.5
1229,KANSAS,-48232.5,16901.869140625,-54598.66796875,-1147.6285400390625,79813.9140625,1342972.25,4044676.5,-6351.71240234375,-3051.395751953125,-7344.28173828125,127159.2578125,-527491.0,-1922717.75
1230,KANSAS,-70019.8828125,24532.31640625,-79265.859375,-1666.36865234375,115848.5703125,1949603.0,5873474.5,-9222.16015625,-4429.86865234375,-10668.607421875,184633.5625,-765743.4375,-2791076.25
1231,KANSAS,-45609.13671875,15978.458984375,-51641.41796875,-1085.2581787109375,75488.015625,1270312.375,3827185.0,-6007.099609375,-2885.69970703125,-6944.22802734375,120300.6875,-498862.5,-1817988.875
1232,KANSAS,-60245.4609375,21108.16796875,-68192.4453125,-1433.61376953125,99675.3359375,1677391.125,5052708.5,-7934.16796875,-3811.490478515625,-9177.458984375,158831.90625,-658791.9375,-2401422.5
1233,KANSAS,-47085.93359375,16498.080078125,-53307.765625,-1120.3924560546875,77934.3203125,1311421.0,3950431.5,-6201.3076171875,-2979.498291015625,-7170.3984375,124171.7890625,-515034.25,-1877035.5
1234,KANSAS,-77036.375,26991.35546875,-87178.15625,-1833.1630859375,127400.0078125,2144155.5,6457880.0,-10143.6845703125,-4872.86181640625,-11737.5576171875,203041.359375,-842158.5,-3070345.25
1235,KANSAS,-61818.078125,21662.38671875,-69981.5859375,-1471.20947265625,102280.4140625,1721133.0,5184580.5,-8141.0576171875,-3910.962646484375,-9418.2333984375,162985.21875,-675990.1875,-2464238.0
1236,KANSAS,-49889.16796875,17482.31640625,-56466.14453125,-1187.05078125,82528.703125,1388819.5,4183024.75,-6569.33837890625,-3156.149169921875,-7596.951171875,131508.328125,-545504.5,-1988628.75
1237,KANSAS,-46266.828125,16210.3505859375,-52383.38671875,-1100.8790283203125,76576.703125,1288646.875,3881997.25,-6093.21142578125,-2927.529541015625,-7045.2294921875,122004.1796875,-506095.96875,-1844303.25
1238,KANSAS,-56230.08984375,19703.27734375,-63644.73828125,-1338.0260009765625,93026.6328125,1565542.75,4715065.0,-7404.63818359375,-3557.43212890625,-8564.4111328125,148231.359375,-614865.5625,-2241264.25
1239,KANSAS,-50664.72265625,17751.931640625,-57352.23828125,-1205.50048828125,83828.7265625,1410778.875,4249839.0,-6672.78564453125,-3205.271728515625,-7715.61474609375,133574.953125,-554086.6875,-2019582.625
1240,KANSAS,-68322.1171875,23939.611328125,-77323.734375,-1625.819580078125,112999.5390625,1901784.375,5728100.5,-8996.78125,-4321.81787109375,-10408.73828125,180099.21875,-746939.5625,-2723267.75
1241,KANSAS,-58827.0546875,20608.712890625,-66602.328125,-1399.9931640625,97356.1640625,1638429.25,4936161.0,-7747.859375,-3722.1083984375,-8960.9404296875,155139.5,-643433.5625,-2344789.0
1242,KANSAS,-67451.125,23632.09375,-76365.828125,-1605.212158203125,111618.90625,1878533.25,5659273.0,-8883.8779296875,-4267.70263671875,-10277.576171875,177868.3125,-737696.5625,-2688662.75
1243,KANSAS,-53315.73046875,18677.248046875,-60372.03125,-1268.7545166015625,88276.5546875,1485539.375,4475622.0,-7023.0244140625,-3374.236328125,-8122.16064453125,140618.46875,-583341.125,-2125430.25
1244,KANSAS,-65714.8828125,23025.01953125,-74381.3203125,-1563.7242431640625,108713.7734375,1829573.25,5510539.5,-8653.7158203125,-4157.45703125,-10011.9443359375,173234.625,-718579.0625,-2619277.5
1245,KANSAS,-62864.63671875,22024.46875,-71166.1171875,-1495.9029541015625,104027.671875,1750756.375,5273681.5,-8279.1123046875,-3977.52392578125,-9576.9443359375,165749.640625,-687566.1875,-2505922.5
1246,KANSAS,-49691.3046875,17412.29296875,-56252.33984375,-1182.41162109375,82228.2734375,1383718.375,4167999.75,-6543.80078125,-3143.88232421875,-7567.49267578125,131022.5703125,-543437.9375,-1980833.625
1247,KANSAS,-37736.03125,13220.7919921875,-42728.1796875,-897.8671875,62462.16796875,1050986.0,3166788.75,-4969.525390625,-2387.61279296875,-5743.80029296875,99522.203125,-412788.65625,-1504180.375
1248,KANSAS,-65706.7890625,23022.77734375,-74369.953125,-1563.634033203125,108693.6328125,1829262.25,5509763.5,-8652.9033203125,-4156.85009765625,-10009.8974609375,173216.546875,-718467.0,-2618943.25
1249,KANSAS,-51992.57421875,18214.4140625,-58870.078125,-1237.31298828125,86060.0,1448277.0,4363201.0,-6847.7763671875,-3289.8525390625,-7919.1494140625,137120.859375,-568722.3125,-2072616.25
1250,KANSAS,-59894.9609375,20985.947265625,-67798.046875,-1425.30419921875,99089.359375,1667594.75,5022931.0,-7887.2529296875,-3789.234375,-9123.4345703125,157902.09375,-654950.75,-2387330.75
1251,KANSAS,-69799.8828125,24453.189453125,-79014.8359375,-1661.0731201171875,115482.25,1943575.625,5854627.0,-9192.0283203125,-4415.9013671875,-10634.630859375,184025.375,-763295.0625,-2781985.5
1252,KANSAS,-48093.81640625,16851.421875,-54454.53515625,-1144.4139404296875,79598.453125,1339530.75,4035418.0,-6334.35498046875,-3043.137939453125,-7324.158203125,126823.6015625,-526041.0625,-1917151.875
1253,KANSAS,-52300.77734375,18324.791015625,-59210.53125,-1244.5352783203125,86564.53125,1456723.0,4387718.5,-6887.92041015625,-3309.473876953125,-7966.2294921875,137910.359375,-572104.6875,-2084906.0
1254,KANSAS,-70951.3359375,24858.822265625,-80305.9140625,-1688.4371337890625,117368.21875,1975237.875,5949662.5,-9343.548828125,-4488.57666015625,-10810.1220703125,187035.109375,-775803.375,-2827968.75
1255,KANSAS,-48159.671875,16873.0234375,-54526.88671875,-1145.9898681640625,79704.0,1341238.5,4040771.75,-6342.72314453125,-3047.13232421875,-7333.853515625,126998.890625,-526764.875,-1919711.625
1256,KANSAS,-65164.90625,22833.435546875,-73752.1875,-1550.680908203125,107782.5625,1813911.625,5463332.0,-8580.521484375,-4122.07275390625,-9926.6591796875,171772.140625,-712430.6875,-2597235.75
1257,KANSAS,-73825.8203125,25868.513671875,-83555.2734375,-1756.826904296875,122106.0546875,2055008.875,6189334.5,-9722.310546875,-4670.01220703125,-11248.4892578125,194605.34375,-807147.125,-2942706.25
1258,KANSAS,-70523.5,24707.046875,-79825.765625,-1678.1494140625,116663.375,1963512.0,5914644.0,-9286.830078125,-4461.35791015625,-10744.7080078125,185924.90625,-771124.5625,-2810884.0
1259,KANSAS,-72674.0,25462.271484375,-82257.8984375,-1729.496826171875,120200.7265625,2023024.375,6093913.5,-9570.9189453125,-4597.24560546875,-11072.595703125,191584.03125,-794564.6875,-2896611.25
1260,KANSAS,-45821.6796875,16057.0078125,-51876.9296875,-1090.3035888671875,75835.46875,1276087.25,3843477.5,-6034.572265625,-2899.31103515625,-6977.537109375,120823.453125,-501190.5,-1826672.25
1261,KANSAS,-50962.2578125,17856.12109375,-57699.76171875,-1212.761474609375,84351.1015625,1419465.375,4275693.0,-6711.70361328125,-3224.638427734375,-7761.771484375,134386.359375,-557428.9375,-2031616.0
1262,KANSAS,-93971.703125,32923.20703125,-106344.796875,-2236.2705078125,155397.625,2615488.5,7878020.0,-12374.03125,-5944.0517578125,-14320.84375,247684.546875,-1027302.9375,-3745180.25
1263,KANSAS,-47210.734375,16541.15234375,-53445.92578125,-1123.343505859375,78135.5,1314861.75,3960680.25,-6217.5244140625,-2987.141357421875,-7189.01513671875,124487.375,-516383.375,-1881890.75
1264,KANSAS,-45277.09375,15865.578125,-51260.62890625,-1077.34375,74929.96875,1260876.5,3798079.0,-5963.06591796875,-2864.782470703125,-6893.892578125,119388.9375,-495211.3125,-1804777.0
1265,KANSAS,-40841.66796875,14311.849609375,-46240.26953125,-971.8130493164062,67597.7734375,1137381.75,3426400.25,-5378.94384765625,-2584.04296875,-6217.08203125,107706.21875,-446721.375,-1628068.75
1266,KANSAS,-57430.29296875,20122.38671875,-65014.9453125,-1366.6226806640625,95034.75,1599325.25,4817333.0,-7563.65234375,-3633.66845703125,-8747.8564453125,151427.875,-628073.125,-2289243.75
1267,KANSAS,-71865.375,25178.53125,-81346.75,-1710.3509521484375,118874.453125,2000685.5,6027055.5,-9464.3466796875,-4546.19677734375,-10949.23046875,189474.984375,-785755.125,-2864214.75
1268,KANSAS,-45052.87890625,15784.5791015625,-51008.9375,-1072.023193359375,74577.140625,1254942.0,3780574.0,-5933.22705078125,-2850.89892578125,-6860.14794921875,118817.8046875,-492840.25,-1795987.125
1269,KANSAS,-46614.19921875,16334.314453125,-52764.5390625,-1109.095458984375,77116.5703125,1297626.0,3908791.0,-6138.1748046875,-2948.911865234375,-7097.1396484375,122897.4765625,-509745.03125,-1857958.0
1270,KANSAS,-58152.69921875,20368.609375,-65845.9765625,-1383.8172607421875,96260.90625,1620064.75,4880789.5,-7658.4873046875,-3679.837158203125,-8858.57421875,153361.78125,-636151.625,-2318001.75
1271,KANSAS,-68015.1171875,23829.83984375,-76995.8125,-1618.679443359375,112532.4296875,1893872.375,5705407.5,-8958.330078125,-4302.91748046875,-10363.025390625,179345.59375,-743762.3125,-2711139.5
1272,KANSAS,-52977.75390625,18562.689453125,-59975.375,-1260.6627197265625,87677.3359375,1475531.75,4444234.5,-6977.1416015625,-3352.103515625,-8069.31787109375,139685.703125,-579420.625,-2111869.75
1273,KANSAS,-52003.30859375,18220.498046875,-58868.25,-1237.4388427734375,86057.765625,1448176.75,4362064.5,-6848.6943359375,-3290.214599609375,-7919.8271484375,137112.859375,-568731.875,-2072912.5
1274,KANSAS,-55864.2890625,19569.578125,-63262.28125,-1329.539306640625,92480.9921875,1556338.5,4689090.0,-7357.9580078125,-3535.002197265625,-8510.2734375,147340.234375,-611102.625,-2226923.25
1275,KANSAS,-72590.0859375,25434.44921875,-82159.5859375,-1727.4945068359375,120064.359375,2020640.5,6086557.5,-9559.0419921875,-4592.083984375,-11059.78515625,191358.1875,-793665.375,-2893201.5
1276,KANSAS,-65546.5703125,22966.6953125,-74205.578125,-1559.943359375,108461.328125,1825225.875,5499288.5,-8633.8115234375,-4147.0751953125,-9987.5888671875,172856.703125,-716842.0625,-2612954.75
1277,KANSAS,-66071.3671875,23149.005859375,-74782.1328125,-1572.1644287109375,109300.03125,1839378.125,5540422.0,-8700.28125,-4179.7294921875,-10065.3828125,174161.171875,-722456.8125,-2633446.75
1278,KANSAS,-43404.5546875,15208.275390625,-49135.5078125,-1032.6939697265625,71834.5625,1208862.5,3641092.25,-5715.82958984375,-2746.375244140625,-6608.005859375,114435.25,-474741.71875,-1730250.25
1279,KANSAS,-57924.203125,20295.08203125,-65576.5234375,-1378.4561767578125,95856.3359375,1613159.875,4859851.5,-7629.12060546875,-3665.088134765625,-8824.1806640625,152742.328125,-633517.5,-2309076.5
1280,KANSAS,-61204.34765625,21445.34765625,-69270.546875,-1456.40283203125,101231.90625,1703502.5,5131282.0,-8059.64306640625,-3871.662109375,-9322.513671875,161339.375,-669188.3125,-2439378.0
1281,KANSAS,-99072.53125,34710.24609375,-112117.1015625,-2357.72412109375,163835.921875,2757496.25,8305388.5,-13046.2666015625,-6266.83447265625,-15099.71484375,261130.53125,-1083089.625,-3948667.25
1282,KANSAS,-47632.2109375,16689.1015625,-53925.41796875,-1133.4031982421875,78836.8046875,1326622.875,3996098.5,-6272.98779296875,-3013.85986328125,-7253.4541015625,125610.6640625,-521009.4375,-1898723.5
1283,KANSAS,-57506.984375,20145.98046875,-65112.91796875,-1368.5177001953125,95193.7578125,1602032.875,4826138.5,-7574.0673828125,-3639.017578125,-8760.322265625,151652.96875,-629087.9375,-2292385.75
1284,KANSAS,-55479.1484375,19438.6640625,-62798.36328125,-1320.111572265625,91787.2734375,1544655.75,4652564.5,-7304.9765625,-3509.77099609375,-8449.7080078125,146250.265625,-606680.375,-2211413.5
1285,KANSAS,-39687.703125,13905.087890625,-44934.2734375,-944.31103515625,65697.8671875,1105549.375,3330414.75,-5226.875,-2511.30322265625,-6041.1123046875,104669.953125,-434132.46875,-1582022.875
1286,KANSAS,-67966.015625,23806.2578125,-76955.7890625,-1617.4918212890625,112510.03125,1893384.125,5704813.5,-8951.9482421875,-4300.6748046875,-10356.3037109375,179248.15625,-743469.6875,-2709146.5
1287,KANSAS,-67885.671875,23786.439453125,-76827.3359375,-1615.476318359375,112269.9375,1889512.75,5690741.0,-8938.67578125,-4294.0869140625,-10341.451171875,178932.359375,-742159.25,-2705710.0
1288,KANSAS,-58697.37890625,20564.677734375,-66450.3828125,-1396.802490234375,97128.1953125,1634627.25,4924134.5,-7730.1435546875,-3713.64990234375,-8941.5888671875,154773.546875,-641912.8125,-2339699.5
1289,KANSAS,-53229.9140625,18646.947265625,-60275.09765625,-1266.7237548828125,88126.625,1482992.125,4468043.0,-7011.1181640625,-3368.5,-8108.27734375,140401.34375,-582350.25,-2121929.75
1290,KANSAS,-52571.48828125,18421.046875,-59506.3828125,-1250.8956298828125,86967.5546875,1463482.875,4408546.0,-6922.74169921875,-3325.695068359375,-8005.76025390625,138591.625,-574843.5,-2095379.875
1291,KANSAS,-58798.02734375,20600.767578125,-66545.109375,-1399.007080078125,97264.703125,1636856.375,4929716.5,-7742.1953125,-3719.412841796875,-8955.2236328125,154975.390625,-642886.0,-2343579.75
1292,KANSAS,-92683.6484375,32474.7734375,-104892.1953125,-2205.624267578125,153268.578125,2579558.0,7769519.5,-12204.1474609375,-5862.63916015625,-14125.0126953125,244288.375,-1013230.375,-3694003.5
1293,KANSAS,-64295.96875,22525.87890625,-72782.640625,-1530.0294189453125,106382.734375,1790378.25,5393524.5,-8468.05078125,-4067.5576171875,-9795.416015625,169528.109375,-703075.4375,-2562864.5
1294,KANSAS,-51677.73828125,18108.359375,-58506.99609375,-1229.8323974609375,85510.6171875,1438963.0,4334825.5,-6806.17431640625,-3269.589599609375,-7870.39599609375,136269.59375,-565175.9375,-2059976.375
1295,KANSAS,-69062.3671875,24199.150390625,-78169.28125,-1643.50830078125,114221.921875,1922294.875,5790659.5,-9094.728515625,-4368.74169921875,-10521.8046875,182070.75,-755085.0625,-2752650.75
1296,KANSAS,-51147.2578125,17919.12890625,-57901.7578125,-1217.031982421875,84641.09375,1424418.0,4291257.0,-6736.04345703125,-3236.1865234375,-7789.21240234375,134874.734375,-559419.9375,-2038739.125
1297,KANSAS,-68859.25,24125.28125,-77947.796875,-1638.6949462890625,113931.1796875,1917421.375,5775907.5,-9068.7197265625,-4356.5673828125,-10491.533203125,181549.59375,-753015.9375,-2744699.5
1298,KANSAS,-69443.0234375,24328.634765625,-78600.1484375,-1652.477783203125,114893.484375,1933618.875,5824275.5,-9144.025390625,-4393.5947265625,-10579.767578125,183066.578125,-759427.375,-2767911.25
1299,KANSAS,-47472.609375,16635.3828125,-53749.14453125,-1129.682861328125,78565.96875,1322140.125,3982457.25,-6252.12158203125,-3003.794189453125,-7229.22607421875,125174.3359375,-519224.71875,-1892499.875
1300,KANSAS,-75924.671875,26600.751953125,-85948.765625,-1806.8851318359375,125621.859375,2114217.5,6368830.5,-9999.4365234375,-4803.49853515625,-11569.73828125,200172.21875,-830299.75,-3026400.25
1301,KANSAS,-47274.86328125,16561.806640625,-53517.76171875,-1124.748046875,78242.953125,1316651.0,3966564.75,-6226.0029296875,-2991.07080078125,-7198.87158203125,124653.3203125,-517089.0625,-1884447.0
1302,KANSAS,-56870.0234375,19924.55859375,-64380.55078125,-1353.307861328125,94108.9296875,1583713.0,4770853.5,-7489.80029296875,-3598.187255859375,-8662.53125,149954.0,-621985.4375,-2266896.0
1303,KANSAS,-45925.16796875,16090.6220703125,-52000.78515625,-1092.816162109375,76030.4921875,1279409.125,3854356.0,-6049.1728515625,-2906.264892578125,-6993.92724609375,121119.9375,-502403.875,-1830885.875
1304,KANSAS,-56588.703125,19827.33984375,-64060.13671875,-1346.55859375,93631.6484375,1575678.5,4746239.5,-7451.86865234375,-3580.34375,-8619.4580078125,149199.859375,-618837.1875,-2255524.0
1305,KANSAS,-75663.734375,26507.080078125,-85654.578125,-1800.6861572265625,125199.7421875,2107051.75,6347617.5,-9965.18359375,-4787.30029296875,-11529.7421875,199508.421875,-827472.875,-3015969.0
1306,KANSAS,-53470.765625,18735.240234375,-60532.8359375,-1272.3968505859375,88487.7265625,1489079.5,4485463.0,-7042.224609375,-3383.254638671875,-8143.92236328125,140989.84375,-584792.125,-2131491.75
1307,KANSAS,-66859.4453125,23423.1015625,-75689.234375,-1591.1177978515625,110646.484375,1862085.625,5609396.0,-8806.0224609375,-4230.416015625,-10187.0478515625,176304.671875,-731228.125,-2665086.25
